pmid,title,abstract,journal
32377891,Outcome of Heart Disease in Syrian Refugee Children: Insights into Crisis.,"There are many challenges facing Syrian refugee children with heart disease. In this report, we present the spectrum, management, and outcome of heart disease in Syrian refugee children over six-year period, highlighting challenges in management and availability of funding. Data on Syrian refugee children with heart disease diagnosed between 2012 and 2017 were collected. Patients were followed until January 2019. Data reported included age, diagnosis, recommended treatment, types of procedures done, mortality, cost, financial sources for procedures, and outcome. 415 Syrian refugee children were diagnosed with heart disease at our institution. Median age was 1·9 years (0·4-6·05) years. Children were either born in Syria and fled to Jordan with their families (224, 54%), or born in Jordan to refugee parents (191, 46%). Follow-up was established for 335 patients (81%). Of 196 patients needing surgery, 130 (72%) underwent Surgery, and of 97 patients needing interventional catheterization, 95 underwent the procedure. Waiting time was 222(± 272) days for surgery and 67(± 75) days for catheterizations. Overall mortality was 17% (56 patients), of which 28 died while waiting for surgery. Cost of surgical and interventional catheterization procedures was $7820 (± $4790) and $2920 (± $2140), respectively. Funding was obtained mainly from non-government organizations, private donors, and United Nations fund. Despite local and international efforts to manage Syrian refugee children with heart disease, there is significant shortage in providing treatment resulting in delays and mortality. More organized efforts are needed to help with this ongoing crisis.",Pediatric cardiology
1117562,Proceedings: Prevalence of heart disease in a mass radiophotography survey in Oita Prefecture.,,Japanese circulation journal
14941956,The community heart disease program; a review of the major cardiovascular diseases highlighting the public health nurse's contribution in a planned control program.,,Public health nursing
3641244,Diabetic heart disease.,,Nursing times
6405235,[Rehabilitation following heart disease].,,"MMW, Munchener medizinische Wochenschrift"
12998454,The selection of patients with cardio-pulmonary diseases for air travel.,,Diseases of the chest
18860408,Congenital heart disease.,,The American journal of medicine
14399844,[Review of surgical indications in heart disease in the light of hemodynamic findings].,,Turk Tip Cemiyeti mecmuasi
21025336,Surgical aspects of congenital heart disease.,,British medical journal
13046212,[Cesarean section in grave heart diseases in pregnancy at term].,,Minerva ginecologica
13476451,The management of heart disease in pregnancy.,,The Journal of the Tennessee State Medical Association. Tennessee State Medical Association
13626860,Relationship of work to heart disease.,,The American journal of cardiology
13711033,Radiographic diagnosis of heart disease in dogs.,,Journal of the American Veterinary Medical Association
13323224,"Variation in mortality from heart disease; race, sex, and socioeconomic status.",,"Public health reports (Washington, D.C. : 1896)"
13212278,A study of the incidence of heart disease.,,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society
13162771,Description and treatment of heart disease due to anxiety.,,Journal of the American Medical Association
13085054,Heart disease in chronic arsenic poisoning; clinical report of two cases.,,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society
13501089,Heart disease of pulmonary origin.,,Diseases of the chest
20284276,Diphtheritic heart disease.,,Wisconsin medical journal
13626792,Etiological factors concerned with the causation of heart disease in Turkey.,,American heart journal
14804140,Cerebral lesions in congenital heart disease.,,Journal of neuropathology and experimental neurology
7787268,Advances in acquired pediatric heart disease.,"Acquired heart disease in children may result in significant morbidity and mortality. Advances continue to be made in understanding Kawasaki disease, acute and chronic rheumatic heart disease, infective endocarditis, myocarditis, and dilated cardiomyopathy. The role of superantigens, particularly bacterial toxins, in the pathogenesis of Kawasaki disease continues to be defined. Intravascular ultrasound promises to improve the assessment of coronary arteries in Kawasaki disease. Current recommendations for the long-term management of Kawasaki disease are discussed. Significant changes in the epidemiology of acute rheumatic fever and endocarditis are noted. Updates on the role of echocardiography as well as current therapeutic issues in these diseases are addressed. The application of immunologic and molecular biologic techniques have implicated genetic and immune factors in the pathogenesis of myocarditis and cardiomyopathy. The relationship between viral infection and subsequent dilated cardiomyopathy, as well as the role of autoimmune mechanisms in the pathogenesis of these disorders, remains controversial.",Current opinion in cardiology
13524621,Beriberi heart disease.,,Geriatrics
18861057,"Congenital heart disease, with special reference to the indications and study prior to surgery.",,Hahnemann monthly
22548026,Heart transplantation in congenital heart disease.,,Current cardiology reviews
14429711,[The diagnosis of heart disease without the aid of instruments].,,La Semana medica
13318176,[Heart disease mortality in the city of Maracaibo from 1940-1954].,,Gaceta medica de Caracas
14381770,[Fever in cardiacs].,,Journal de medecine de Bordeaux et du Sud-Ouest
13984398,Myxedema and heart disease.,,The Journal of the Tennessee State Medical Association. Tennessee State Medical Association
13875755,Heart disease in industry.,,Journal of occupational medicine. : official publication of the Industrial Medical Association
13812195,[Hypertensive heart disease (Diagnosis and therapy)].,,El Dia medico
4604723,Management of heart disease in pregnancy.,,Progress in cardiovascular diseases
14140348,"[CARDIOTOXICITY OF A CELLULAR COMPONENT OF BETA-HEMOLYTIC STREPTOCOCCUS, GROUP A].",,Rendiconti - Istituto superiore di sanita
5576465,Cigarettes and heart disease.,,The New England journal of medicine
18123325,Statistical studies of heart disease; heart disease associated with other major causes of death as primary of contributory cause.,,"Public health reports (Washington, D.C. : 1896)"
10540630,Exploding myths about women and heart disease.,,Nursing
13542727,Oklahoma's heart disease course for multidisciplines.,,"Public health reports (Washington, D.C. : 1896)"
8328899,"Heart disease in patients with stroke: incidence, impact, and implications for rehabilitation. Part 1: Classification and prevalence.","Heart disease is found in about 75% of patients who have suffered a stroke. Cardiovascular diseases can be risk factors, etiologic mechanisms, associated conditions, or direct consequences of stroke. Cardiac comorbidity may delay initiation of rehabilitation, complicate the course and care of the patient with stroke, inhibit participation in a therapeutic exercise program, limit functional outcomes, and contribute to early mortality in the individual with cerebrovascular disease. Part 1 of this two-part article describes the various forms of heart disease that may be seen in stroke patients, and reviews the incidence figures for each type of associated cardiac condition.",Archives of physical medicine and rehabilitation
13711152,"Heart disease from a case-finding tuberculosis survery in Singapore, 1958.",,Singapore medical journal
14396969,[Bilateral obliteration of the central artery of the retina during heart disease].,,La Tunisie medicale
13202612,[Gynecomastia in heart disease].,,Marseille medical
13165531,[Digitoxin (digimerck) in rural practice and other observations on treatment of heart disease].,,Munchener medizinische Wochenschrift (1950)
13224878,[Psychological study of patients of organic and functional heart disease by means of Rorschach psychograms].,,Rassegna di studi psichiatrici
13023382,The importance of history and physical examination in the diagnosis of heart disease.,,Journal - Michigan State Medical Society
14095773,AUTOIMMUNITY IN HEART DISEASE.,,Biochemical clinics
11593631,Changing pattern of heart diseases in Shanghai from the 1950s to 1980s.,"To determine the pattern of dynamic change in types of heart diseases in the past 4 decades for providing a reference to treatment and prevention of heart diseases in China. All adult cardiac patients admitted to the Zhong Shan Hospital and Hua Shan Hospital from 1948 to 1989 were analyzed. The constituent ratio of different heart diseases in the 1950s, 1960s, 1970s and 1980s was compared. The percentage of heart diseases among medical inpatients increased in each of the recent 4 decades, from 9.89%, 15.69%, 20.90% to 23.54% respectively. The constituent ratio of different heart diseases changed, coronary heart disease constituted the highest proportion, next came rheumatic heart disease, and congenital heart disease was in third place. Congenital heart disease, myocarditis, cardiac dysrhythmia without organic heart disease, cardiomyopathy and endocarditis increased, rheumatic heart disease, pulmonary heart disease and hypertensive heart disease apparently decreased; syphilitic heart disease could rarely be encountered. China is now facing a low overall death rate, a long life expectancy and an aging population. The incidence of heart diseases increased gradually and patterns of heart diseases kept changing. The overall trend is that heart diseases which were not related to infection are increasing while heart diseases related to bacterial infection are decreasing.",Chinese medical journal
13508111,Studies in functional heart disease. II. The roentgenological heart volume.,,Acta medica Scandinavica
20259986,Some observations on congenital heart disease.,,The Nova Scotia medical bulletin
20277589,Heart disease in pregnancy.,,Missouri medicine
5926417,Acquired heart disease in Ugandan children.,,British heart journal
14474819,Uncommon but important bedside hints in diagnosis of heart disease.,,Japanese heart journal
9842608,Suicide and heart disease.,"In the 48 contiguous states of America in 1990, suicide rates and mortality from ischemic heart disease were negatively associated, which does not replicate results of a recent cross-national study by Ginter.",Perceptual and motor skills
18875466,Asymptomatic heart disease; observations made during the early recruiting period for navy and marine enlistments.,,The American journal of medicine
13742307,Degenerative heart disease resembling beriberi: autopsy findings in 12 cases from Florida.,,Southern medical journal
13533289,Reflections on etiology of heart disease.,,The American journal of cardiology
18102302,The surgical aspect of congenital heart disease.,,Southern medicine and surgery
18860480,Roentgenology of congenital heart disease.,,Bulletin of the University of Minnesota Hospitals and Minnesota Medical Foundation. University of Minnesota. Hospitals
38092624,From puzzle pieces to picture: Genetic data helps refine our understanding of the link between liver fat and heart disease risk.,,Atherosclerosis
4786125,Peculiar liver changes in round heart disease in turkeys.,,The Veterinary record
8578596,Heart disease: daddies and timebombs.,,Trends in genetics : TIG
14923607,Lymphocytopenia in heart disease.,,American heart journal
5696087,Morphology of radiation-induced heart disease.,,JAMA
14773413,[Treatment of cardiorheumatic diseases].,,El Dia medico
14055016,[INDICATIONS FOR SURGERY IN HEART DISEASE].,,[Sogo rinsho] Clinic all-round
13051695,Current observations regarding murmurs in rheumatic mitral disease.,,Bulletin. New England Medical Center Hospital
14393941,Iatrogenic heart disease.,,Minnesota medicine
5427865,[Pulmonary thromboembolic processes in heart diseases].,,Bratislavske lekarske listy
18800405,"Triglycerides and heart disease. Healthy diet, exercise are musts.",,Mayo Clinic health letter (English ed.)
2027744,Heart disease: who says women aren't at risk?,,New Mexico nurse
13618465,Post-partum heart disease.,,British heart journal
14017751,Heart disease in old age.,,Postgraduate medical journal
14000342,Heart disease--a matter of concern to executives.,,Archives of environmental health
13793732,Mechanism of some signs and symptoms in heart disease.,,Indian journal of medical sciences
18146638,[Heart disease and anemia].,,Folha medica
18122832,Heart disease; its significance and plans for control.,,Northwest medicine
21021701,[Two Cases Of Heart Disease Of Doubtful Origin With Autopsy].,,Revista medica de Costa Rica
13099222,[Heart and trauma].,,Munchener medizinische Wochenschrift (1950)
17786230,MicroRNAs: powerful new regulators of heart disease and provocative therapeutic targets.,"MicroRNAs act as negative regulators of gene expression by inhibiting the translation or promoting the degradation of target mRNAs. Recent studies have revealed key roles of microRNAs as regulators of the growth, development, function, and stress responsiveness of the heart, providing glimpses of undiscovered regulatory mechanisms and potential therapeutic targets for the treatment of heart disease.",The Journal of clinical investigation
13205616,Senile heart disease (presbycardia).,,Transactions of the American Clinical and Climatological Association
14467260,Symposium on the epidemiology of heart disease. Correlation of epidermilogic studies.,,The American journal of cardiology
18102080,[Aminothiazole in heart disease].,,Minerva medica
14931370,[Analysis of maternal mortality in heart diseases].,,Terapevticheskii arkhiv
14925538,[Heart diseases in pregnancy].,,Bulletin de la Federation des societes de gynecologie et dobstetrique de langue francaise
11063533,Ten things you should know about heart disease.,,Harvard health letter
18400530,Congenital heart disease in boxer dogs: results of 6 years of breed screening.,"The aim of this study was to analyse the results of 6years (1999-2004) of mandatory breed screening for congenital heart disease in Boxer dogs using physical examination and echocardiography. Records of 1283 Boxers were reviewed and 165 dogs (12.86%) were found to be affected by heart disease, with aortic and pulmonic stenosis being the most frequent cardiac lesions. Comparison of these results with those of a previous survey showed a lower overall prevalence of both outflow obstructions, particularly of the more severe forms. A male predisposition for both aortic and pulmonic stenosis was evident from the study. Consistent with reports from other countries, soft left basilar heart murmurs were detected in both healthy dogs and dogs affected with congenital heart disease.","Veterinary journal (London, England : 1997)"
26776578,Heart disease: time to take cats seriously.,,Journal of veterinary cardiology : the official journal of the European Society of Veterinary Cardiology
13768780,Postpartum heart disease.,,The American journal of cardiology
13153539,Heart disease in industry.,,The Medical journal of Australia
14864988,[Cardiac abarticular rheumatism].,,Revista de la Asociacion Medica Argentina
14781929,[Cardiac rheumatism].,,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris
15986006,Echocardiography in adults with congenital heart disease.,"Echocardiography is a valuable tool in the investigation and follow-up of adult patients with congenital heart disease. The majority of these patients have been recognised and treated in childhood, and effective investigations in adult life depend on exact knowledge of the patient history and previous treatments/operations. The major lesions are presented and important echocardiographic features briefly discussed.",Minerva cardioangiologica
17694614,Ask the doctor. Can you really prevent heart disease?,,Harvard heart letter : from Harvard Medical School
14148933,[APROPOS OF INDICATIONS AND CONTRAINDICATIONS FOR THE SURGICAL TREATMENT OF PRIMARY LUNG CANCER].,,"Grudnaia khirurgiia (Moscow, Russia)"
13236580,[Essay on immunologic manifestations in myocardial diseases].,,Polski tygodnik lekarski
18424575,Diabetic heart disease.,"Diabetes mellitus is responsible for a spectrum of cardiovascular disease. The best known complications arise from endothelial dysfunction, oxidation, inflammation, and vascular remodelling and contribute to atherogenesis. However, the effects on the heart also relate to concurrent hypertensive heart disease, as well as direct effects of diabetes on the myocardium. Diabetic heart disease, defined as myocardial disease in patients with diabetes that cannot be ascribed to hypertension, coronary artery disease, or other known cardiac disease, is reviewed.",Postgraduate medical journal
27486487,Exercise and Heart Disease.,,Methodist DeBakey cardiovascular journal
13051211,[Pyruvicemia and neurovegetative functional disorders of the heart].,,Archives des maladies du coeur et des vaisseaux
13901786,Hypothyroid heart disease with electrocardiographic changes resembling coronary artery disease.,,New York state journal of medicine
6012998,Symposium on rheumatic heart disease as an economical disease. 3. Cost of rheumatic fever and rheumatic heart disease.,,Japanese circulation journal
18117419,[Chronic pneumonitis in its relation to cyanosis and heart disease].,,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris
14227387,HEART DISEASE AND DEPRESSION.,,Geriatrics
13976299,Sedimentation rate in heart disease.,,Geriatrics
18136197,Heart disease; a clinical evaluation.,,The Journal of the Florida Medical Association. Florida Medical Association
18919177,The clinical examination in the recognition of heart disease.,,The Medical annals of the District of Columbia
20985046,[Mortality from heart disease in the city of Lima].,,La Reforma medica
18914334,Chronic cor pulmonale.,,Acta medica Philippina
24540120,[Functional diagnosis in heart disease].,,Medisch maandblad
18934834,[Study of the value of shunts in congenital heart disease].,,Praxis
13071520,[Physical therapy in heart and circulation disorders].,,Medizinische Klinik
17017088,[From 2D to 4D echocardiography in adults with congenital heart disease].,"In the present publication an analysis of the utility is done of the Echocardiography, and its different modalities, in the diagnosis of patient adult with Congenital Heart disease. Special emphasis since the view 2-D to the view in 4-D.",Archivos de cardiologia de Mexico
13656280,[Modern function diagnosis of heart & lung diseases].,,Die Medizinische
18875465,Abnormal electrocardiograms in the absence of demonstrable heart disease.,,The American journal of medicine
14270097,EVALUATION OF LEFT HEART DISEASE BY STATISTICAL ANALYSIS OF AORTIC PARAMETERS AND TRANSVERSE CARDIAC DIAMETER.,,American heart journal
28391219,Structural heart disease training: time for structure.,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology
7361961,"Heart disease mortality: changing terminology, diagnostic fashions, and capabilities.",,American journal of public health
11699023,Midlife women's experiences living with heart disease.,"The purpose of this paper is to report results from a qualitative field study of 15 women with heart disease. The study was conducted over a two-year period in a number of clinical settings to document women's subjective experiences after angioplasty or cardiac surgery. The phenomena of interest were participants' perceptions of their health, the impact cardiac illness was having on their lives, lifestyle changes they had engaged in since diagnosis, and how they felt about having heart disease. Qualitative content analysis was applied to field notes and in-depth interviews. The overall sense of living with heart disease for these midlife women was one of paradox. Implications of their contradictory experiences are discussed as they apply to nursing practice.",Applied nursing research : ANR
2472716,Cardiac support in burned patients with heart disease.,"The author describes the hemodynamic changes typical of burn shock and burn disease and emphasises the typical features of the phases of burn shock (""ebb"", ""flow""). The author also stresses that the myocardial insufficiency of the burned patients is due to the changes of preload-afterload, disturbances of the myocardial compliance and desynchronisation of the left-right ventricular function. If the injured were pretraumatically heart patients (COCM, ischemic heart disease) fluid replacement in these cases is an appropriate heart therapy. The choice of further treatment is based upon normalization of PVR, TPR ""compliance"" and oxygenization of myocardium. In the ""ebb"" phase of shock vasodilators and Ca-entry blockers, in the ""flow"" phase beta-adrenergic blockers are suggested. In every severe case due to ischemia induced by metabolic and hemodynamic changes, NG (and derivatives) treatment is justified. The author considers the application of positive inotropic agents in all the cases as unreasonable and proves their necessity (Dobutrex, Digoxin) only after objective determination of decreased contractility.",Acta chirurgiae plasticae
15068016,UK government reports drop in heart disease deaths.,,"Lancet (London, England)"
17162778,Migraine and heart disease.,,Harvard heart letter : from Harvard Medical School
36787968,"Heartbeat: noise, night shifts, long working hours and risk of heart disease.",,Heart (British Cardiac Society)
13577566,[The obstetrician confronted by the clinical problem of heart disease & pregnancy].,,Minerva medica
13523372,Management of the pregnant patient with heart disease.,,Bulletin. Tufts-New England Medical Center
5373356,[Sympathico-immunologic form of functional heart disease].,,Kardiologiia
5014464,Round heart disease in turkeys: a hemodynamic study.,,American journal of veterinary research
14369959,Iatrogenic heart disease.,,Minnesota medicine
14807794,[Role of the internist in surgical therapy of congenital heart diseases (Fallot's tetralogy)].,,Polski tygodnik lekarski
20879499,[Chronic heart disease patients with comorbidities].,,Giornale italiano di cardiologia (2006)
21488368,[Modern data regarding the cardiovascular system lesions in patients with bronchopulmonary diseases and tuberculosis].,The article presents literature review on modern data regarding cardiovascular system lesions in patients with bronchopulmonary diseases and tuberculosis. To detect these changes is of great importance for an assessment of a functional condition of an organism as a whole.,Likars'ka sprava
14427632,Anemic heart disease.,,The Journal of the Arkansas Medical Society
13519396,[X-ray diagnosis of heart disease].,,Svenska lakartidningen
13128582,THE CARDIAC patient as a surgical risk.,,The Heart bulletin
18711829,Scanning for hidden heart disease.,,The Johns Hopkins medical letter health after 50
14918434,Mortality from coronary and myocardial disease in different social classes.,,"Lancet (London, England)"
13941965,Winter and the patient with heart disease.,,The Illinois medical journal
13845663,Stress and heart disease.,,Modern concepts of cardiovascular disease
14875824,Personality and heart disease.,,Psychosomatic medicine
18140586,Thyrotoxic heart disease.,,Canadian Medical Association journal
18123584,Modern trends in the treatment of heart disease.,,The Medical press
18859143,[Therapeutic diet in heart disease].,,Sovetskaia meditsina
20287228,The features and treatment of thyrotoxic heart disease.,,The Medical press
21008902,[Heart disease and brucellosis].,,Revista medica de Cordoba
18903667,Electrocardiogram in chronic cor pulmonale.,,American heart journal
14842983,Prognosis of heart disease.,,The Mississippi doctor
14288402,XANTHOMAS AND HEART DISEASE.,,The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society
13689996,Pulsations of the liver in heart disease.,,The American journal of medicine
13739914,Traumatic heart disease.,,Modern concepts of cardiovascular disease
13837598,Vectorcardiographic studies on the symmetry of the cardiac electrical field in normal subjects and in patients with heart disease.,,Cardiologia
18875496,Hoarseness in heart disease.,,Annals of internal medicine
8287150,Relative risks in heart disease.,,Annals of epidemiology
25459973,Exercise training in patients with heart disease: review of beneficial effects and clinical recommendations.,"Over the last decades exercise training has evolved into an established evidence-based therapeutic strategy with prognostic benefits in many cardiovascular diseases (CVDs): In stable coronary artery disease (CAD) exercise training attenuates disease progression by beneficially influencing CVD risk factors (i.e., hyperlipidemia, hypertension) and coronary endothelial function. In heart failure (HF) with reduced ejection fraction (HFrEF) training prevents the progressive loss of exercise capacity by antagonizing peripheral skeletal muscle wasting and by promoting left ventricular reverse remodeling with reduction in cardiomegaly and improvement of ejection fraction. Novel areas for exercise training interventions include HF with preserved ejection fraction (HFpEF), pulmonary hypertension, and valvular heart disease. In HFpEF, randomized studies indicate a lusitropic effect of training on left ventricular diastolic function associated with symptomatic improvement of exercise capacity. In pulmonary hypertension, reductions in pulmonary artery pressure were observed following endurance exercise training. Recently, innovative training methods such as high-intensity interval training, resistance training and others have been introduced. Although their prognostic value still needs to be determined, these approaches may achieve superior improvements in aerobic exercise capacity and gain in muscle mass, respectively. In this review, we give an overview of the prognostic and symptomatic benefits of exercise training in the most common cardiac disease entities. Additionally, key guideline recommendations for the initiation of training programs are summarized.",Progress in cardiovascular diseases
18906643,Diagnosis of congenital heart disease.,,Canadian Medical Association journal
20288707,The school child with heart disease.,,Journal of exceptional children
20277816,Heart disease in childhood.,,Bulletin. St. Louis Medical Society
5690458,Round heart disease of the domestic fowl (Gallus gallus) in Bulgaria.,,Pathologia veterinaria
13241251,[Active chronic carditis: mitral disease].,,El Dia medico
13253427,[Evaluation of renal function in heart diseases complicating pregnancy. II. Renal circulatory load].,,Minerva nefrologica
14487723,The relationship between coronary heart disease and the presence of certain physical characteristics.,,Canadian Medical Association journal
14809340,[Pseudo-heart disease].,,La semaine des hopitaux : organe fonde par l'Association d'enseignement medical des hopitaux de Paris
2357399,[Clinical use of artificial heart ventricles].,"The article discusses the results of applying for the first time Soviet-made ""Modul"" and ""Yasen"" artificial ventricles of the heart (AVH) in a left ventricular bypass regimen in patients with refractory cardiac insufficiency. Improvement of AVH design and rational tactics of attendant drug therapy allowed the period of the safe application of the AVH in the organism to be increased to more than 8 days.",Grudnaia i serdechno-sosudistaia khirurgiia
5631081,[The heart and drepanocytosis in Senegal].,,Bulletin de la Societe de pathologie exotique et de ses filiales
7026034,Cardiac pathology in the elderly.,,Cardiovascular clinics
13811526,Use of indicator-dilution curves in the evaluation of acquired heart disease.,,Progress in cardiovascular diseases
13622380,[Research on minute maximum ventilation in athletes & heart disease patients].,,Minerva medica
18877752,Surgery in congenital heart disease.,,Pennsylvania medical journal (1928)
18882258,Statistical studies of heart diseases; important factors in heart disease mortality trends.,,"Public health reports (Washington, D.C. : 1896)"
13938689,[Pleural effusions in patients with heart disease].,,Suvremenna meditsina
14862760,[Prevention of recurrences in heart disease].,,Medicina espanola
13720078,The role of autoantibodies in heart disease.,,American heart journal
20296053,Heart disease; some views and comments.,,Bulletin. Chicago Heart Association
14426808,Regulation of electrolytes in the management of heart disease.,,Journal of the American Medical Association
13435442,Management of anxiety associated with heart disease.,,American practitioner and digest of treatment
13213858,"The problem, current control efforts, and future needs in Mississippi of heart disease control.",,The Mississippi doctor
19119653,[Design and implementation of GpsOne remote heart disease first-aid system].,This paper introduces how to develop a novel remote heart disease first-aid system with N-tier architecture. The system applies GpsOne communication technology and professional ECG signal collection technology to the embedded SCM. It can provide an accurate location of the patient and his essential ECG details for remote heart disease first-aid.,Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation
13656324,[Surface kymography in the diagnosis of heart disease].,,Die Medizinische
13407559,Psychosomatic aspects of heart disease.,,Minnesota medicine
1258723,Editorial: Possible reasons for the comparatively high resistance of women to heart disease.,,American heart journal
6069020,[Investigations on Mulberry heart disease (microangiopathy) of pigs].,,Deutsche tierarztliche Wochenschrift
6068666,The pathology of heart disease in the dog.,,The Journal of small animal practice
14180445,HEART DISEASE AND PREGNANCY. III. POSTPARTAL HEART DISEASE WITH REFERENCE TO OTHER UNUSUAL TYPES.,,Arizona medicine
13010283,[Considerations on the treatment of heart diseases; cocarboxylases].,,Folia cardiologica
12998936,[Treatment of certain heart diseases with a new cardiotonic preparation cardiositol].,,Gazzetta medica italiana
18875811,The application of oximetry and cardiac catheterization to the diagnosis of congenital heart disease.,,Journal. Iowa State Medical Society
9083930,Activation of microglia in the brains of humans with heart disease and hypercholesterolemic rabbits.,"Activated microglial cells are concentrated in senile plaques characteristic of Alzheimer's disease. Such accumulations of activated microglia may contribute towards neurodegeneration via production of cytokines and free radicals. Studies suggesting a link between Alzheimer's disease and heart disease led us to study microglia immunohistochemically, using monoclonal antibody LN-3, in age-matched nondemented humans with and without heart disease. Using a qualitative staging system for assessing morphological changes occurring in microglia, we found higher microglial activation in the brains of subjects with heart disease than in those without it. Lectin histochemical examination of brains from rabbits maintained on a high-cholesterol diet also revealed increased microglial activation and leukocyte infiltration. Collectively our observations from humans and rabbits suggest that hypercholesterolemia and heart disease accelerate brain aging, and that the formation of senile plaques may be the end result of progressive microglial activation that occurs with aging.","Journal of molecular medicine (Berlin, Germany)"
15813312,Linking CKD and heart disease.,,Nephrology news & issues
10342554,Congenital heart disease and parental consanguinity in South India.,,"Acta paediatrica (Oslo, Norway : 1992)"
9446510,Heart disease: women's unique risks demand attention.,,Annals of internal medicine
14234768,THE HOMEOPATHIC TREATMENT OF HEART DISEASE.,,Journal of the American Institute of Homeopathy
24547579,A CALL TO BATTLE AGAINST HEART DISEASE.,,A listing of research in the cardiovascular field
13629790,Beriberi heart disease.,,Circulation
18142380,Heart disease in the school-age child.,,Modern concepts of cardiovascular disease
18117272,Five years of heart disease in Hawaii.,,Hawaii medical journal
18879504,Curable forms of heart disease.,,The Ohio State medical journal
18915997,The clinical examination in the recognition of heart disease.,,American practitioner and digest of treatment
18867449,[Heart disease and pregnancy].,,Cuore e circolazione
18899291,[The role of psychiatry in the treatment of heart disease].,,Nordisk medicin
20274038,Some observations on functional heart disease.,,Edinburgh medical journal
14784345,[Rheumatism in children and rheumatic carditis].,,Imprensa medica
14444691,Masked hyperthyroidism and heart disease.,,The Medical clinics of North America
13666723,[Filarial heart disease: hemodynamic study].,,Montpellier medical
13467479,[Treatment of tuberculosis in heart disease].,,Sovetskaia meditsina
13404721,Myxedema heart disease.,,Circulation
13368221,Beriberi heart disease.,,The Journal of the Tennessee State Medical Association. Tennessee State Medical Association
13094699,[Indications and therapy with total heart extract recosen].,,Cardiologia
12663394,Heart disease is costliest condition to treat.,,BMJ (Clinical research ed.)
24546902,Introduction to heart disease and the law.,,Compensation medicine
11727000,Women and heart disease in Canada.,,The Canadian journal of cardiology
26296945,"Radiation induced heart disease: Pathogenesis, management and review literature.","Radiation therapy (RT) is a very important part of multimodality cancer therapy. Addition of RT improves survival in many cancers, but there are some accompaniments of radiation. One of them is radiation induced heart disease (RIHD). RT for mediastinal lymphoma, breast, lung and oesophageal cancer is associated with the development of RIHD. The problem can be intensified with the addition of chemotherapy. Therapeutic modalities for RIHD are the same as in the non-irradiated population. However, surgery may be difficult in the irradiated patients. The long latent period is the reason why RIHD is not extensively studied. Survival of cancer patients has improved over past few decades, so RIHD is a growing concern especially in younger patients. In this review article, we have discussed the pathogenesis, clinical manifestation and management of RIHD along with impact of chemotherapeutic agents.",Journal of the Egyptian National Cancer Institute
13564998,A practical approach to the diagnosis of uncommon heart disease.,,The Medical clinics of North America
20259530,Physiological studies in congenital heart disease.,,Bulletin of the Johns Hopkins Hospital
3423779,[Value of echocardiography in the etiological diagnosis of cardiac insufficiency].,"The role of echocardiography in determining the etiology of heart failure has been evaluated. The study is based on retrospective analysis of 65 patients with either a history of heart failure or with echocardiographically reduced contractility without heart failure. The cause of the cardiac insufficiency was established or confirmed in 54 of 58 patients. The echocardiogram was normal in 4 patients with effort-induced dyspnea. Lastly, echocardiography revealed 7 cases of reduced contractility in patients with cardiomyopathy or coronary heart disease without subjective symptoms of heart failure.",Schweizerische medizinische Wochenschrift
13785956,Pericardial effusion in clinically inactive compensated rheumatic heart disease.,,The American journal of the medical sciences
5683422,Heart motion video-tracking (radarkymography) in diagnosis of congenital and acquired heart disease.,,The American journal of cardiology
20532457,Soweto Cardiovascular Research Unit: Patients with heart disease encouraged to live and eat healthily.,"The Soweto Cardiovascular Research Unit partners with Adcock Ingram, through its generics portfolio team, to host workshops on disease management and cooking demonstrations on healthy eating for heart disease patients at Chris Hani Baragwanath Hospital.",Cardiovascular journal of Africa
2741835,Detection of left atrial thrombi by two-dimensional echocardiography and surgical correlation in 148 patients with mitral valve disease.,,The American journal of cardiology
28176373,Management of massive thrombus formation in a giant left atrium.,,Journal of cardiac surgery
13509532,Respiratory viruses and heart disease.,,Annals of internal medicine
13218237,The clinical differentiation between cardiac and pulmonary diseases.,,American journal of surgery
13834144,Heart disease; the rheumatic heart in pregnancy.,,The Journal of the Kansas Medical Society
14162936,MORTALITY FROM HEART DISEASE AT HIGH ALTITUDE. THE EFFECT OF HIGH ALTITUDE ON MORTALITY FROM ARTERIOSCLEROTIC AND HYPERTENSIVE HEART DISEASE.,,Archives of environmental health
14775160,[Clinical aspects of acute heart rheumatism].,,Lijecnicki vjesnik
13161706,[Rheumatic heart diseases].,,El Dia medico
13072984,[Organizational problems in care of heart disease].,,Nordisk medicin
20295142,Symposium on heart disease.,,University of Western Ontario medical journal
18880106,The value of catheterization of the heart and other physiologic procedures in the diagnosis of congenital heart disease.,,Pediatrics
13142685,Heart disease and employment; a current survey.,,Industrial medicine & surgery
10417099,Why heart disease mortality is low in France. Miscoding may explain Japan's low mortality from coronary heart disease.,,BMJ (Clinical research ed.)
13757105,Psychogenic heart disease.,,Journal of the Medical Association of Georgia
